Time,Frequency
21591.0,1.7547571430339593e-18
21592.0,-3.002194087361977e-17
21593.0,1.9191877441918718e-17
21594.0,-2.338687783692871e-17
21595.0,3.91973354722492e-17
21596.0,3.6931624781052815e-18
21597.0,5.0121648052261663e-17
21598.0,-3.508144071227706e-20
21599.0,-2.6816593659919764e-17
21600.0,5.062891037063737e-18
21601.0,-4.3804777002830504e-17
21602.0,1.6602483089060968e-17
21603.0,-9.888149171601932e-18
21604.0,3.2454469601143827e-17
21605.0,1.1064521780293821e-17
21606.0,-4.3888918034003924e-18
21607.0,1.5296387911418055e-18
21608.0,2.3751050548863656e-17
21609.0,1.1946083140279414e-17
21610.0,5.90209971537041e-17
21611.0,-9.938955560126508e-18
21612.0,-2.4388907211326302e-17
21613.0,-4.6351914180920315e-17
21614.0,-2.9246262422655244e-18
21615.0,-6.4136550425549e-17
21616.0,-7.66210117233514e-18
21617.0,2.540633435465719e-17
21618.0,1.0723816812426343e-17
21619.0,-5.4810378482865674e-17
21620.0,-7.631852851413889e-17
21621.0,4.7564207662642316e-17
21622.0,-1.9678950075199378e-18
21623.0,-3.007871314046499e-18
21624.0,3.3768072304447206e-17
21625.0,-7.934572506397024e-19
21626.0,-1.0463877547185162e-17
21627.0,-5.447563780240735e-19
21628.0,4.4286913098467614e-17
21629.0,-7.29592933794978e-18
21630.0,1.2870903499912062e-17
21631.0,-2.2290296300387997e-17
21632.0,2.619553781922567e-17
21633.0,-7.593633058937401e-19
21634.0,-1.3536406239705865e-17
21635.0,4.44260024334072e-17
21636.0,-5.1443731470433e-17
21637.0,9.452860620177637e-18
21638.0,1.6995157321843812e-17
21639.0,-4.481185475132249e-17
21640.0,-4.074766964818463e-17
21641.0,-8.943423851197325e-18
21642.0,-6.977713382799008e-18
21643.0,1.547031681712872e-17
21644.0,-1.2538835705206307e-18
21645.0,8.260396034311212e-18
21646.0,-3.3480168047087436e-17
21647.0,-3.9447171645127576e-18
21648.0,4.8063638226649285e-17
21649.0,5.997037559165046e-18
21650.0,-2.5796739574854283e-17
21651.0,1.467604800618049e-17
21652.0,-2.934618360388233e-17
21653.0,4.667484447954871e-19
21654.0,-7.291265260954846e-17
21655.0,-3.095390745241289e-17
21656.0,6.845623361215e-18
21657.0,-7.795103831914366e-19
21658.0,-1.9363098335782406e-17
21659.0,2.1024013932691187e-17
21660.0,7.906171990008459e-18
21661.0,8.335350183020749e-18
21662.0,3.964967573058328e-17
21663.0,-1.5392217046541145e-17
21664.0,1.21118443564492e-17
21665.0,2.2810073717017288e-17
21666.0,2.7566385030032284e-17
21667.0,-4.259072988975644e-17
21668.0,-5.725100370175045e-17
21669.0,-3.472273135109573e-17
21670.0,2.8538836845208974e-17
21671.0,-2.695674068241752e-17
21672.0,-1.5069982479271392e-17
21673.0,-2.7745766805485027e-17
21674.0,-2.0962507736673252e-17
21675.0,-1.7749831387619902e-17
21676.0,-4.814629044858695e-17
21677.0,1.0494414660378168e-17
21678.0,-3.578616295785672e-17
21679.0,-4.8500969362763914e-17
21680.0,-7.122485513179698e-17
21681.0,3.2192024735518944e-18
21682.0,-1.666261943874748e-17
21683.0,3.2993285362791905e-17
21684.0,2.5139318371437725e-17
21685.0,-1.505664943834875e-17
21686.0,1.9395343591246906e-17
21687.0,2.5802356160210643e-17
21688.0,3.961899797855089e-17
21689.0,1.3482103605273883e-17
21690.0,-6.99880111366355e-18
21691.0,-2.115040871242512e-17
21692.0,-1.6537848694600402e-17
21693.0,1.326657237088442e-17
21694.0,-3.7544648216944004e-17
21695.0,2.0354595708303427e-17
21696.0,-1.5745346734840952e-18
21697.0,1.9392202976890872e-17
21698.0,1.5042456810455686e-17
21699.0,-3.774616981159448e-18
21700.0,3.111585267349456e-17
21701.0,-3.289311668194328e-17
21702.0,-3.313638218198256e-17
21703.0,-5.722258321088668e-17
21704.0,-3.620885634277715e-17
21705.0,-2.5260833844951974e-17
21706.0,-9.454552263041126e-18
21707.0,1.5805791290410513e-17
21708.0,-8.908340412879443e-17
21709.0,1.624495010440405e-17
21710.0,9.110851765607148e-17
21711.0,-1.5517192390559395e-18
21712.0,-2.6538758781756555e-17
21713.0,-9.408717001084269e-18
21714.0,2.85820246131648e-17
21715.0,1.2564974157711806e-17
21716.0,-7.051594869601916e-17
21717.0,-7.403989264364008e-17
21718.0,-2.7829783479691495e-17
21719.0,-5.262152302930854e-19
21720.0,-2.873445582062439e-17
21721.0,2.484133360937466e-18
21722.0,-1.1337980563246583e-17
21723.0,-8.141561610135436e-17
21724.0,2.5113037389108024e-17
21725.0,-3.4526613927494685e-18
21726.0,-1.8083629841530514e-17
21727.0,-2.4235150818180836e-17
21728.0,-2.662229732506623e-17
21729.0,-2.9281951185668737e-17
21730.0,-3.034008509805295e-17
21731.0,7.67083459025188e-17
21732.0,-7.386593918857177e-17
21733.0,4.199880991683194e-18
21734.0,3.026205987614494e-17
21735.0,-4.495085638008355e-17
21736.0,-6.708945946367371e-18
21737.0,-1.1526634096944875e-17
21738.0,-4.05115253505168e-17
21739.0,9.110008623110626e-18
21740.0,-2.4316249548940715e-17
21741.0,-2.1145878526454148e-17
21742.0,-6.467238716031238e-18
21743.0,-1.5794769976880666e-17
21744.0,-3.5438878028889065e-17
21745.0,3.766472872841371e-17
21746.0,1.2509519907006462e-17
21747.0,3.1392765980215525e-18
21748.0,-6.288038953100568e-17
21749.0,8.964280443716046e-18
21750.0,2.0484300883821477e-17
21751.0,-6.581818387751654e-17
21752.0,-3.388832935057286e-17
21753.0,5.1795502392550736e-17
21754.0,-2.030107359405375e-17
21755.0,2.8858867844895158e-18
21756.0,1.6211081025360325e-17
21757.0,2.4693635244222054e-17
21758.0,1.145331448556789e-17
21759.0,-1.0412348601440885e-16
21760.0,-2.3707482751930608e-17
21761.0,-5.900843296019342e-17
21762.0,1.48143557037375e-17
21763.0,-4.449664643626821e-17
21764.0,1.4719784285710724e-17
21765.0,2.5759457621071602e-17
21766.0,-3.548209553797504e-18
21767.0,-3.861819813797785e-17
21768.0,-7.55484555960217e-17
21769.0,-4.857586785687356e-17
21770.0,2.939950296510048e-17
21771.0,1.837850332896274e-17
21772.0,1.9865472536631537e-17
21773.0,-5.685175988423925e-17
21774.0,-2.531712666160322e-17
21775.0,-6.189757227218594e-18
21776.0,-4.7456502914387166e-17
21777.0,2.276830707787375e-17
21778.0,-2.9707746830810186e-17
21779.0,-2.889046322855237e-17
21780.0,-2.1127566918368263e-18
21781.0,-7.50661185413721e-18
21782.0,-4.072322440466352e-17
21783.0,-6.594289734203843e-18
21784.0,6.160391268721957e-20
21785.0,1.48966981483908e-17
21786.0,-1.9604581047339595e-19
21787.0,-3.955407890209472e-17
21788.0,9.62413403320474e-18
21789.0,2.928659026333878e-17
21790.0,-2.4033839908068034e-17
21791.0,-1.897537445043675e-17
21792.0,-1.2401673381418811e-17
21793.0,-4.5049330050485745e-17
21794.0,-3.191144233976929e-17
21795.0,2.188008873775102e-17
21796.0,-6.9140715934306365e-18
21797.0,1.2701375110355293e-18
21798.0,-2.965286154188249e-17
21799.0,3.561207520470971e-17
21800.0,-5.383277041647768e-18
21801.0,-3.505663215114861e-17
21802.0,-6.338408727797568e-17
21803.0,-2.001996658302596e-17
21804.0,-3.037966933690035e-17
21805.0,-2.1672646807846114e-17
21806.0,-4.9062211318541275e-17
21807.0,3.264357851975752e-17
21808.0,-1.131959854678019e-17
21809.0,-7.537255381009859e-18
21810.0,-1.045614951856968e-17
21811.0,-2.929653855738786e-17
21812.0,-2.890971311193539e-17
21813.0,-3.065097758780811e-17
21814.0,-1.4959384925410428e-17
21815.0,-5.57230141687871e-17
21816.0,-5.652160574878767e-17
21817.0,-3.120824040439565e-17
21818.0,-4.732102641568784e-17
21819.0,5.05011263880447e-18
21820.0,-5.2938500735935077e-17
21821.0,-2.150489252346087e-17
21822.0,1.4492875805750272e-17
21823.0,1.51515207797102e-17
21824.0,4.966398497595382e-17
21825.0,-2.3146936308785817e-17
21826.0,3.011257141345727e-17
21827.0,9.06032785448164e-18
21828.0,-2.4976394340047256e-17
21829.0,-1.3920246490327937e-17
21830.0,-3.9402691634174286e-17
21831.0,5.309681580772486e-17
21832.0,3.2860400496737775e-18
21833.0,-4.8477665074723146e-18
21834.0,-2.8534296448848224e-18
21835.0,-1.6646169408298567e-17
21836.0,2.218981787675747e-17
21837.0,2.3760839327546248e-17
21838.0,-4.75613237538055e-17
21839.0,2.8008297851674564e-19
21840.0,3.4413065551092094e-17
21841.0,-3.201828977231167e-18
21842.0,1.5446869200251468e-17
21843.0,-9.704473565253128e-18
21844.0,-6.402569486009265e-17
21845.0,-1.7086703554423428e-17
21846.0,-4.436150860908469e-17
21847.0,2.1985344258925023e-17
21848.0,3.972057931702818e-18
21849.0,3.54457010983994e-17
21850.0,-6.489185601381242e-18
21851.0,2.3482136665926088e-17
21852.0,-2.2100406393313e-17
21853.0,-7.190790232697363e-18
21854.0,5.3718012120913546e-17
21855.0,-2.3777600486022065e-17
21856.0,-1.9672443373368026e-17
21857.0,-2.5734181739379458e-17
21858.0,-4.662545080399709e-17
21859.0,5.544688244940167e-18
21860.0,2.4745922901272027e-17
21861.0,-2.5695653830229696e-17
21862.0,-1.1565571446156056e-17
21863.0,-3.9653805903713284e-17
21864.0,1.493397523971114e-17
21865.0,-1.0148975544275405e-17
21866.0,-3.002595602270217e-17
21867.0,-1.6640719557169033e-17
21868.0,-2.444428844832086e-17
21869.0,4.024140608560379e-17
21870.0,2.792116526435559e-18
21871.0,-6.017064531297882e-17
21872.0,-1.125531646064012e-17
21873.0,-7.302387064411745e-18
21874.0,1.2082704522055756e-17
21875.0,4.269529059529353e-17
21876.0,3.9463647706364806e-17
21877.0,3.120148758165543e-17
21878.0,-2.0270063288509802e-17
21879.0,-3.816326113313491e-17
21880.0,-3.7439945639642795e-19
21881.0,-1.500983521462363e-17
21882.0,-9.968612532066406e-18
21883.0,-5.207976056948985e-17
21884.0,-2.619707048228221e-17
21885.0,-3.2798234082095804e-18
21886.0,7.193938971900711e-17
21887.0,-5.0038115204874285e-17
21888.0,4.2907855728575885e-17
21889.0,-6.749899872905263e-17
21890.0,-6.116926916810466e-18
21891.0,-1.0820741864753068e-17
21892.0,-6.523483178418931e-17
21893.0,2.0954751595725985e-17
21894.0,-4.449900549173015e-17
21895.0,-3.2471153793098185e-17
21896.0,-1.6821016881442572e-17
21897.0,-2.2181332624248333e-17
21898.0,5.869263334744379e-17
21899.0,-1.3774891445800186e-17
21900.0,5.081773558980959e-17
21901.0,3.4786168868173367e-17
21902.0,-1.9670632778981452e-17
21903.0,2.9670975066125705e-17
21904.0,3.858079318219733e-17
21905.0,-6.72633620018566e-17
21906.0,2.170042750271432e-17
21907.0,4.015394480943955e-18
21908.0,1.7315795090110866e-18
21909.0,-4.174837531824416e-17
21910.0,-2.1794426167485393e-17
21911.0,-4.741229024820115e-17
21912.0,-1.1451825876472923e-17
21913.0,3.3978753665132324e-17
21914.0,3.27538076129103e-17
21915.0,-4.43284016628973e-17
21916.0,2.6803359461562485e-17
21917.0,-1.8631372429340705e-17
21918.0,1.988621701597011e-17
21919.0,-4.3056213604444e-18
21920.0,-5.584264483123168e-17
21921.0,3.013425856974644e-18
21922.0,1.4324748048811397e-17
21923.0,6.521288458005864e-19
21924.0,-4.9959809642825987e-17
21925.0,2.8780305241527475e-17
21926.0,5.345060851766523e-18
21927.0,-4.446240092303502e-17
21928.0,-3.82234089393202e-17
21929.0,-2.9826833692851347e-17
21930.0,7.326536177114653e-17
21931.0,1.1295549398196501e-17
21932.0,-2.1164138109593302e-17
21933.0,5.93948411077159e-17
21934.0,-4.685351781583678e-18
21935.0,-2.0196008185651778e-17
21936.0,-1.757697687326574e-17
21937.0,2.3021093370447442e-17
21938.0,-3.4371272475316354e-17
21939.0,-3.4002835485731094e-18
21940.0,4.466012388935997e-19
21941.0,-2.7237129326527732e-17
21942.0,1.1212082316723677e-18
21943.0,-1.5484707216105422e-17
21944.0,-1.6085064597804784e-17
21945.0,5.040629994515599e-17
21946.0,1.3224105776796032e-17
21947.0,-1.8508447952986772e-17
21948.0,-2.928844941984276e-17
21949.0,1.244057355108327e-17
21950.0,-4.617234647638509e-17
21951.0,-2.2894861869599033e-17
21952.0,5.918153391176771e-18
21953.0,-2.1943754239824765e-17
21954.0,2.1794699975700764e-18
21955.0,8.291749885761728e-18
21956.0,-8.497540743171117e-18
21957.0,1.425941831377281e-17
21958.0,-3.391658630283605e-17
21959.0,6.967604064271731e-18
21960.0,-3.5117930710014185e-19
21961.0,-7.083950943732673e-18
21962.0,-4.504357032818095e-17
21963.0,-1.0452400077216021e-17
21964.0,3.702840223039407e-18
21965.0,2.989223758729162e-17
21966.0,-8.434418959668832e-18
21967.0,2.3999182477927685e-17
21968.0,6.627779458718383e-17
21969.0,2.5977075904339198e-17
21970.0,-2.6454883398474305e-17
21971.0,-5.389825591203526e-18
21972.0,2.067050465552622e-17
21973.0,-8.868833896071337e-20
21974.0,-3.207782741306913e-17
21975.0,2.6505295981862716e-17
21976.0,6.5101367932266385e-18
21977.0,-3.209939616639052e-17
21978.0,6.843459466303592e-17
21979.0,-4.6391536420889294e-17
21980.0,1.7502935950591204e-17
21981.0,-6.604498632084348e-17
21982.0,-2.7646473523512574e-17
21983.0,-3.7727086165546394e-17
21984.0,-5.707662012401603e-18
21985.0,9.090849980063936e-18
21986.0,-6.76983936081629e-18
21987.0,-3.449004872695153e-17
21988.0,-1.9132252694050856e-17
21989.0,-3.3132837488461204e-17
21990.0,9.974247330265194e-18
21991.0,-2.1905721334088032e-17
21992.0,-6.987434984396212e-17
21993.0,-1.998235163620534e-17
21994.0,1.1521793955187653e-17
21995.0,-2.066598961211038e-17
21996.0,-8.761865395694184e-18
21997.0,-2.1452366018440178e-17
21998.0,3.453813490139509e-17
21999.0,-1.8059421161786357e-17
22000.0,2.2268983434850852e-17
22001.0,-3.540077500144777e-17
22002.0,-1.2239156464093365e-17
22003.0,-6.629882878158961e-18
22004.0,2.439360684373402e-17
22005.0,3.933116434448345e-17
22006.0,-4.614953452010277e-17
22007.0,-7.426236005161713e-17
22008.0,6.482348259822142e-17
22009.0,-5.1292459459919434e-18
22010.0,-1.7913847218770627e-17
22011.0,-2.874785670757478e-17
22012.0,3.8164998757915196e-17
22013.0,5.39939681600653e-18
22014.0,-2.6592567809073423e-17
22015.0,2.137558960526003e-17
22016.0,-1.3391523417231717e-17
22017.0,-6.481685460707606e-18
22018.0,-4.1528982098254106e-17
22019.0,1.147334932417533e-17
22020.0,-3.847866478828621e-17
22021.0,1.8269483423068825e-17
22022.0,3.400298499238044e-17
22023.0,6.3691533784561254e-18
22024.0,-1.7810471831667644e-17
22025.0,-5.293630661968472e-17
22026.0,3.768432795149296e-17
22027.0,-1.7930151910220063e-17
22028.0,1.7588850795445518e-17
22029.0,7.456595184292844e-18
22030.0,1.40933136774717e-17
22031.0,-4.429089382801859e-17
22032.0,-4.026921019771261e-18
22033.0,-1.7691768047719226e-17
22034.0,-1.3074460309232628e-17
22035.0,-7.355209176050946e-18
22036.0,-1.4489880474763683e-17
22037.0,-6.362623965407854e-17
22038.0,-1.0045149615397043e-18
22039.0,-5.392610309513742e-17
22040.0,-5.429236557979935e-18
22041.0,-1.5127765064739664e-17
22042.0,-4.3640693647092075e-17
22043.0,4.8194808653445154e-17
22044.0,5.162759030527775e-18
22045.0,-2.6467285879197352e-17
22046.0,-2.419226985286719e-17
22047.0,6.95961245088601e-18
22048.0,1.7012091481640054e-17
22049.0,-9.746344717099727e-18
22050.0,-9.181599317041837e-18
22051.0,-5.299581180037892e-17
22052.0,5.313399226884797e-18
22053.0,7.928462380637676e-18
22054.0,-1.4553821237815162e-17
22055.0,3.15184937611777e-17
22056.0,-6.806076889240274e-17
22057.0,1.2388707440454934e-17
22058.0,-3.32851421381469e-17
22059.0,2.6324960073340977e-18
22060.0,4.487237427815278e-18
22061.0,2.980248714946161e-18
22062.0,-2.1822411653051416e-18
22063.0,1.2429082390109053e-17
22064.0,-3.144826486577092e-17
22065.0,-2.242724128445477e-17
22066.0,3.754025073964757e-17
22067.0,-6.693374517396741e-17
22068.0,-2.483518470283885e-17
22069.0,5.031475435545012e-18
22070.0,-3.8340717461778633e-17
22071.0,-1.3931190067717238e-17
22072.0,-4.383138021126782e-17
22073.0,-3.5750311262609345e-17
22074.0,-5.585358052345935e-19
22075.0,-2.158722886719894e-17
22076.0,-3.0815889368295756e-17
22077.0,-1.9291044767676252e-17
22078.0,-5.425679309450913e-18
22079.0,2.324137158411934e-17
22080.0,4.012841736830295e-17
22081.0,-1.028004845537417e-17
22082.0,-1.7153351795923445e-17
22083.0,2.833821874126845e-17
22084.0,-5.880627728809097e-17
22085.0,6.379174615806778e-17
22086.0,-2.1292878029341438e-17
22087.0,-3.0084715335462356e-17
22088.0,-3.074937730703941e-17
22089.0,-4.755223881034194e-17
22090.0,-2.1140230559246045e-17
22091.0,4.6921826583356426e-17
22092.0,2.4775199735188577e-17
22093.0,-4.622693437353733e-17
22094.0,-4.829595827028545e-17
22095.0,-1.893725875548318e-17
22096.0,-1.8163097291684452e-17
22097.0,1.4053073681568023e-17
22098.0,-1.8677432225382114e-17
22099.0,-1.8851527732989486e-17
22100.0,-2.8197597525803396e-17
22101.0,-3.221818972469524e-17
22102.0,1.544645715898436e-17
22103.0,-1.9953836278372586e-17
22104.0,-1.1398933982130086e-17
22105.0,-4.0649533797237705e-18
22106.0,-3.972219836654449e-17
22107.0,-9.463755484969497e-18
22108.0,-4.417294993807283e-17
22109.0,3.00468020621406e-17
22110.0,4.476967979742593e-18
22111.0,1.400301791687347e-17
22112.0,-3.847590550479359e-17
22113.0,2.9686866546592224e-17
22114.0,-3.904998283710881e-17
22115.0,4.132049081253373e-17
22116.0,-3.334795466344587e-17
22117.0,1.566710192993678e-17
22118.0,7.274077875675338e-18
22119.0,2.518209776873854e-17
22120.0,3.493545318515507e-19
22121.0,-1.2387938796112887e-17
22122.0,-4.878137384297566e-17
22123.0,2.6264773452563734e-17
22124.0,1.3214141171898102e-18
22125.0,-1.33946572319575e-17
22126.0,-1.6922793952289416e-17
22127.0,-1.612509950461917e-17
22128.0,4.6663236036261527e-17
22129.0,-5.732666442305306e-17
22130.0,1.8431252786739927e-17
22131.0,-1.1265574387759513e-17
22132.0,-6.841223481937333e-17
22133.0,-1.5977168246764922e-17
22134.0,-1.1513963847194764e-17
22135.0,-2.0954190065953487e-17
22136.0,-7.637595504185734e-18
22137.0,-3.3424178496697314e-17
22138.0,-2.835607985464375e-17
22139.0,1.1356846366342185e-18
22140.0,3.71001019122057e-17
22141.0,-1.8887045907039325e-18
22142.0,2.7487214522388368e-17
22143.0,-1.0636444884638395e-17
22144.0,-7.789002927304672e-18
22145.0,-1.4650495114694248e-17
22146.0,-1.492940440903513e-17
22147.0,1.754336698724471e-17
22148.0,3.3822027084010865e-17
22149.0,-1.7231373674226672e-17
22150.0,7.672046991632008e-18
22151.0,-1.3254852033080014e-17
22152.0,-9.633979937750766e-18
22153.0,5.797401790743463e-17
22154.0,-6.585208856310625e-17
22155.0,-4.4407321436164005e-17
22156.0,-4.1186841381546684e-17
22157.0,3.4443877257410613e-18
22158.0,4.818235013464995e-18
22159.0,-3.243115615372637e-17
22160.0,-3.0478105651888466e-17
22161.0,-7.086199338687907e-17
22162.0,-2.8262173253965846e-17
22163.0,3.554417842897524e-18
22164.0,7.032090798163751e-18
22165.0,3.7738245189107696e-18
22166.0,-4.0494757083678725e-17
22167.0,4.762760149607599e-18
22168.0,-3.944567671968398e-17
22169.0,1.1736010943272273e-17
22170.0,-1.1136633054655301e-17
22171.0,-5.438441074816036e-17
22172.0,4.396312531624276e-17
22173.0,5.768731244759124e-18
22174.0,-2.0590061821721013e-17
22175.0,-1.0142073915843842e-20
22176.0,1.3083851333441925e-17
22177.0,4.305595807976446e-18
22178.0,7.958600100197057e-18
22179.0,-4.511500731247293e-17
22180.0,5.7673715936076154e-18
22181.0,-1.0977862031505654e-17
22182.0,-1.4790220961987228e-17
22183.0,-1.657831705135272e-17
22184.0,9.015601466269189e-18
22185.0,-3.211522090381697e-17
22186.0,-6.255042802656762e-17
22187.0,-3.2420796641810267e-17
22188.0,1.1494598323767058e-17
22189.0,-5.240054050054892e-17
22190.0,4.8975499558427084e-17
22191.0,5.12052892848211e-18
22192.0,-5.797448983698802e-17
22193.0,-2.7558874408953042e-17
22194.0,-4.183451943997524e-18
22195.0,-1.4452800916860188e-17
22196.0,-2.6747452781387418e-17
22197.0,2.5741951177449812e-17
22198.0,-3.5502564394573985e-17
22199.0,-3.8309169690175485e-17
22200.0,-1.0149136845009091e-17
22201.0,-4.174618422907518e-17
22202.0,-3.8884695140625194e-17
22203.0,3.200187504761649e-17
22204.0,1.2544379816858963e-17
22205.0,-3.264261543663724e-17
22206.0,1.2661019272298308e-17
22207.0,-2.7135112106206042e-17
22208.0,-2.2157109738673896e-17
22209.0,-6.1593445683855506e-18
22210.0,3.269891949267576e-17
22211.0,-3.764469062248734e-17
22212.0,-3.202210932455206e-17
22213.0,-1.113706789961316e-17
22214.0,-4.233979417970328e-17
22215.0,-5.865886703475142e-17
22216.0,-1.8965386663375356e-17
22217.0,-2.10121370296326e-17
22218.0,1.5804102139824812e-18
22219.0,-5.826885520790585e-17
22220.0,3.3557792659860197e-19
22221.0,-1.7050656245733513e-17
22222.0,-4.764645734205788e-19
22223.0,1.0089468231875792e-17
22224.0,-4.0671172197555205e-17
22225.0,9.06471271136113e-19
22226.0,-2.1454505413796247e-17
22227.0,4.785858486234955e-19
22228.0,1.1020875687358392e-18
22229.0,-2.971570780430778e-17
22230.0,-3.554873259867944e-17
22231.0,-2.0685538427707742e-17
22232.0,1.0225411888266609e-17
22233.0,5.7382792168116e-18
22234.0,2.4501793632287678e-17
22235.0,2.3105840977167086e-17
22236.0,1.9738350797836462e-17
22237.0,-6.100035384430954e-17
22238.0,-6.978178442056415e-17
22239.0,7.15717287743298e-18
22240.0,2.4102297549909916e-17
22241.0,8.592763774573216e-18
22242.0,1.3759732708525307e-17
22243.0,-2.2128792265560856e-17
22244.0,4.8544700667776846e-17
22245.0,-3.380096886959127e-17
22246.0,-5.847130901592515e-17
22247.0,-6.815396939085715e-19
22248.0,-4.503295803345151e-17
22249.0,-2.5599209712435536e-17
22250.0,4.7127601299498176e-17
22251.0,1.1648599272414403e-17
22252.0,1.7641514075176265e-17
22253.0,-4.7123305093933765e-17
22254.0,-4.921347074168896e-17
22255.0,-4.864174324384936e-17
22256.0,-4.0738175324884456e-17
22257.0,-5.5620805426282215e-18
22258.0,2.253033524985585e-17
22259.0,2.89580150855776e-17
22260.0,-1.8245166096506966e-17
22261.0,-2.5753077714384044e-17
22262.0,-1.7225253467758593e-17
22263.0,-3.600662545857659e-17
22264.0,-4.04157807586907e-17
22265.0,-2.865172080825576e-17
22266.0,-1.293275376318327e-17
22267.0,1.0100161534568628e-17
22268.0,-5.928210001383837e-17
22269.0,-1.1150426929414291e-17
22270.0,7.589928893069825e-18
22271.0,-2.63981678528653e-17
22272.0,9.138024276879449e-18
22273.0,-6.466597973161132e-18
22274.0,-4.267787141966385e-17
22275.0,1.4962450954638746e-17
22276.0,-2.2335932224838314e-18
22277.0,-3.021684712136612e-17
22278.0,1.5596096367226028e-17
22279.0,-1.075226586048244e-17
22280.0,-5.3957024635163417e-17
22281.0,-2.6302352543246882e-17
22282.0,-3.023742476306863e-17
22283.0,2.5086001957083803e-17
22284.0,-5.4211649548914684e-18
22285.0,-3.879744849695825e-18
22286.0,-4.0455664395567896e-17
22287.0,-5.391639280864112e-17
22288.0,-1.3398629214679715e-17
22289.0,-5.27262672825788e-17
22290.0,9.808608999287406e-18
22291.0,8.529393389963037e-19
22292.0,1.4812173856638926e-17
22293.0,-1.429575846526921e-17
22294.0,-6.775120899600391e-17
22295.0,-1.975905949335853e-17
22296.0,-4.353232701333859e-19
22297.0,4.217907976569757e-17
22298.0,-2.5144242984406887e-17
22299.0,1.912069711302678e-17
22300.0,-6.66288719442365e-18
22301.0,1.677217784303367e-17
22302.0,-4.693286337832251e-18
22303.0,3.7217671891657005e-17
22304.0,-5.793061053101281e-17
22305.0,-1.0385054456666465e-17
22306.0,-4.129021963025168e-17
22307.0,2.604335577859512e-17
22308.0,4.850585130204781e-17
22309.0,-5.912745154452547e-17
22310.0,-1.1641698921049658e-17
22311.0,-5.733808145164925e-18
22312.0,-9.0920669768763e-18
22313.0,2.967919841126572e-17
22314.0,2.754251695048702e-17
22315.0,-1.485876037506246e-17
22316.0,-4.0268790642910046e-17
22317.0,-3.722266712559486e-17
22318.0,3.1394282245266977e-18
22319.0,3.5409328603769017e-17
22320.0,-3.977750877136007e-18
22321.0,-5.967476162065241e-17
22322.0,-8.381916847552616e-18
22323.0,-1.0572636452340354e-17
22324.0,3.442333938118259e-17
22325.0,-4.2394307060149406e-17
22326.0,-3.185325885528575e-17
22327.0,1.3611768718357362e-17
22328.0,-4.6008985949125374e-17
22329.0,-6.043920187747918e-17
22330.0,-2.014072946712655e-17
22331.0,4.047094963160028e-18
22332.0,1.0589503609245504e-17
22333.0,-2.433324293158373e-17
22334.0,8.598581741304798e-18
22335.0,9.085092499577768e-18
22336.0,1.1456211244853573e-17
22337.0,-2.382751216328188e-17
22338.0,1.1723613575104712e-17
22339.0,-1.637740204061736e-17
22340.0,4.0976962040212256e-17
22341.0,2.1539048746209905e-17
22342.0,3.9657753202046304e-17
22343.0,-1.3735933026660656e-17
22344.0,1.78612067647683e-17
22345.0,-2.3965633271280484e-18
22346.0,-2.1112590502848554e-17
22347.0,-2.4650012683201995e-17
22348.0,-3.2493682965278377e-18
22349.0,-4.5017964666529525e-17
22350.0,-2.1474755583639827e-17
22351.0,3.4682833583573866e-17
22352.0,2.6274222375908677e-17
22353.0,-6.415009444369748e-17
22354.0,-5.0750823502465085e-17
22355.0,-1.0677783353642578e-17
22356.0,2.678323812200115e-19
22357.0,-2.1066656578447083e-17
22358.0,1.9400642300210653e-17
22359.0,8.68512483068358e-18
22360.0,-4.2956746825116436e-19
22361.0,-1.0459795766833802e-17
22362.0,7.211968266948517e-18
22363.0,-5.827156661464766e-17
22364.0,-7.284716873624087e-17
22365.0,3.904151769534641e-17
22366.0,-2.5266907348171036e-17
22367.0,6.3680119632458556e-18
22368.0,-1.8751521812673714e-17
22369.0,-1.2401592669971102e-17
22370.0,1.2810069046397527e-17
22371.0,-5.308473423263849e-17
22372.0,-2.028163344749556e-17
22373.0,1.1350351875646198e-18
22374.0,3.430509145351972e-17
22375.0,2.544903612772179e-17
22376.0,-7.423601813361568e-18
22377.0,5.5291519925242726e-17
22378.0,-1.8725116312119458e-17
22379.0,4.0542819635482166e-17
22380.0,-8.591979369383907e-17
22381.0,-5.0746890550384634e-17
22382.0,2.441162423487167e-17
22383.0,7.507577393195343e-18
22384.0,2.27853968632246e-19
22385.0,-3.889288372268053e-17
22386.0,-5.0480628204261274e-17
22387.0,5.552625405257643e-17
22388.0,1.839555825134062e-18
22389.0,2.6383595962259795e-17
22390.0,-2.410731046862988e-17
22391.0,1.0157338323009876e-17
22392.0,-3.723853910142248e-17
22393.0,2.0509829934827146e-18
22394.0,-2.906867998078344e-17
22395.0,-7.173522286464319e-17
22396.0,-7.525739127107402e-19
22397.0,-1.5823695432443648e-17
22398.0,7.885935941199755e-18
22399.0,7.519304777481059e-17
22400.0,-3.599571894529134e-17
22401.0,3.717622396907639e-17
22402.0,-3.1318969702582895e-17
22403.0,-1.6049521454616304e-17
22404.0,-1.165913063797815e-17
22405.0,1.0758673978700295e-17
22406.0,-1.922236152805673e-17
22407.0,-1.2982211891186615e-17
22408.0,1.9389211537062496e-17
22409.0,3.45484447400062e-17
22410.0,1.029272230063239e-17
